Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Rwanda,2002,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2011,7740
Saint Barthélemy,2015,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,3959.160405
Saint Barthélemy,2015,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,1624.230696
Saint Barthélemy,2015,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2025.758556
Saint Barthélemy,2015,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,232.1711536
Saint Barthélemy,2015,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,77
Saint Barthélemy,2015,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,3847.269492
Saint Barthélemy,2015,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,1613.589518
Saint Barthélemy,2015,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2007.313099
Saint Barthélemy,2015,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,226.3668748
Saint Barthélemy,2015,Total,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,111.8909134
Saint Barthélemy,2015,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,10.64117788
Saint Barthélemy,2015,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,18.44545672
Saint Barthélemy,2015,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,5.804278841
Saint Barthélemy,2015,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,77
Saint Barthélemy,2015,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,3959.160405
Saint Barthélemy,2015,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,1624.230696
Saint Barthélemy,2015,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2025.758556
Saint Barthélemy,2015,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,232.1711536
Saint Barthélemy,2015,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,77
Saint Barthélemy,2015,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,3847.269492
Saint Barthélemy,2015,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,1613.589518
Saint Barthélemy,2015,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2007.313099
Saint Barthélemy,2015,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,226.3668748
Saint Barthélemy,2015,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,111.8909134
Saint Barthélemy,2015,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,10.64117788
Saint Barthélemy,2015,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,18.44545672
Saint Barthélemy,2015,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,5.804278841
Saint Barthélemy,2015,Urban,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,77
Saint Barthélemy,2015,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Barthélemy,2015,Rural,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Saint Helena ex. dep.,2016,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,1845
Saint Helena ex. dep.,2016,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,1334
Saint Helena ex. dep.,2016,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,420
Saint Helena ex. dep.,2016,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,91
Saint Helena ex. dep.,2008,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2012,1585
Saint Helena ex. dep.,2008,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2012,992
Saint Helena ex. dep.,2008,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2012,398
Saint Helena ex. dep.,2008,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2012,195
Saint Pierre and Miquelon,2015,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,2624.196517
Saint Pierre and Miquelon,2015,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2015.562399
Saint Pierre and Miquelon,2015,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,493.4665376
Saint Pierre and Miquelon,2015,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,115.1675801
Saint Pierre and Miquelon,2015,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,2601.12348
Saint Pierre and Miquelon,2015,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2011.561152
Saint Pierre and Miquelon,2015,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,490.4656025
Saint Pierre and Miquelon,2015,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,99.09672556
Saint Pierre and Miquelon,2015,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,23.07303639
Saint Pierre and Miquelon,2015,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,4.001246799
Saint Pierre and Miquelon,2015,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,3.000935099
Saint Pierre and Miquelon,2015,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,16.07085449
Saint Pierre and Miquelon,2015,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,2624.196517
Saint Pierre and Miquelon,2015,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2015.562399
Saint Pierre and Miquelon,2015,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,493.4665376
